0x77,0x77,0x7A,0x04	"刷写指纹信息: "
0x07,0x2C,0x01,0x15	"已编程"
0x07,0x2C,0x01,0x14	"数据流"
0x07,0x2C,0x01,0x13	"ECU安装日期: "
0x07,0x2C,0x01,0x12	"维修点代码或诊断仪序列号: "
0x07,0x2C,0x01,0x11	"供应商ECU软件版本号: "
0x07,0x2C,0x01,0x10	"供应商ECU软件号: "
0x07,0x2C,0x01,0x0F	"供应商ECU硬件版本号: "
0x07,0x2C,0x01,0x0E	"供应商ECU硬件号: "
0x07,0x2C,0x01,0x0D	"车身号码VIN: "
0x07,0x2C,0x01,0x0C	"ECU 流水编号: "
0x07,0x2C,0x01,0x0B	"ECU 制造日期: "
0x07,0x2C,0x01,0x0A	"供应商代码: "
0x07,0x2C,0x01,0x09	"备用零部件编号: "
0x07,0x2C,0x01,0x08	"--"
0x07,0x2C,0x01,0x07	"开发阶段"
0x07,0x2C,0x01,0x06	"量产阶段"
0x07,0x2C,0x01,0x05	"ECU阶段: "
0x07,0x2C,0x01,0x04	"应用程序版本: "
0x07,0x2C,0x01,0x03	"引导程序版本: "
0x07,0x2C,0x01,0x02	""
0x07,0x2C,0x01,0x01	"读当前故障码"
0x07,0x2B,0x00,0x05	"闭环控制，但至少存在一个氧传感器故障"
0x07,0x2B,0x00,0x04	"应系统故障进入开环控制"
0x07,0x2B,0x00,0x03	"因驾驶条件进入开环控制"
0x07,0x2B,0x00,0x02	"闭环控制–使用氧传感器信号作为然有控制的反馈"
0x07,0x2B,0x00,0x01	"开环控制–尚未满足进入闭环控制的条件"
0x07,0x28,0x00,0x20	"TPS访问地址"
0x07,0x28,0x00,0x1F	"写私网APN专线登陆账户密码"
0x07,0x28,0x00,0x1E	"写私网APN专线登陆账户名"
0x07,0x28,0x00,0x1D	"写私网APN专线登陆地址"
0x07,0x28,0x00,0x1C	"写公网APN专线登陆账户密码"
0x07,0x28,0x00,0x1B	"写公网APN专线登陆账户名"
0x07,0x28,0x00,0x1A	"写公网APN专线登陆地址"
0x07,0x28,0x00,0x19	"写i-call默认呼叫中心号"
0x07,0x28,0x00,0x18	"写b-call默认呼叫中心号"
0x07,0x28,0x00,0x17	"写e-call默认呼叫中心号"
0x07,0x28,0x00,0x16	"写诊断仪序列号"
0x07,0x28,0x00,0x15	"未定义"
0x07,0x28,0x00,0x14	"IPV6:"
0x07,0x28,0x00,0x13	":8000"
0x07,0x28,0x00,0x12	"IPV4:"
0x07,0x28,0x00,0x11	"北纬"
0x07,0x28,0x00,0x10	"南纬"
0x07,0x28,0x00,0x0F	"西经"
0x07,0x28,0x00,0x0E	"'"
0x07,0x28,0x00,0x0D	"°"
0x07,0x28,0x00,0x0C	"东经"
0x07,0x28,0x00,0x0B	"数据流"
0x07,0x28,0x00,0x0A	"ECU安装日期:"
0x07,0x28,0x00,0x09	"ECU软件版本号:"
0x07,0x28,0x00,0x08	"ECU硬件版本号:"
0x07,0x28,0x00,0x07	"车辆识别号（VIN码）:"
0x07,0x28,0x00,0x06	"ECU序列号:"
0x07,0x28,0x00,0x05	"ECU生产日期:"
0x07,0x28,0x00,0x04	"供应商代码:"
0x07,0x28,0x00,0x03	"零件号:"
0x07,0x28,0x00,0x02	"车辆名称:"
0x07,0x28,0x00,0x01	""
0x07,0x28,0x50,0x03	":8000"
0x07,0x28,0x50,0x02	"IPV6:"
0x07,0x28,0x50,0x01	"IPV4:"
0x07,0x28,0x4A,0x15	"请再次输入TPS访问地址"
0x07,0x28,0x4A,0x14	"请输入TPS访问地址"
0x07,0x28,0x4A,0x13	"TPS访问地址写入失败，当前TPS访问地址为:"
0x07,0x28,0x4A,0x12	"TPS访问地址写入成功，当前TPS访问地址为:"
0x07,0x28,0x4A,0x11	"当前的TPS访问地址为:"
0x07,0x28,0x48,0x15	"请再次输入私网APN专线登陆账户名"
0x07,0x28,0x48,0x14	"请输入私网APN专线登陆账户名"
0x07,0x28,0x48,0x13	"私网APN专线登陆账户名写入失败，当前私网APN专线登陆账户名为:"
0x07,0x28,0x48,0x12	"私网APN专线登陆账户名写入成功，当前私网APN专线登陆账户名为:"
0x07,0x28,0x48,0x11	"当前的私网APN专线登陆账户名为:"
0x07,0x28,0x49,0x15	"请再次输入私网APN专线登陆账户密码"
0x07,0x28,0x49,0x14	"请输入私网APN专线登陆账户密码"
0x07,0x28,0x49,0x13	"私网APN专线登陆账户密码写入失败，当前私网APN专线登陆账户密码为:"
0x07,0x28,0x49,0x12	"私网APN专线登陆账户密码写入成功，当前私网APN专线登陆账户密码为:"
0x07,0x28,0x49,0x11	"当前的私网APN专线登陆账户密码为:"
0x07,0x28,0x42,0x15	"请再次输入b-call默认呼叫中心号码"
0x07,0x28,0x42,0x14	"请输入b-call默认呼叫中心号码"
0x07,0x28,0x42,0x13	"b-call默认呼叫中心号码写入失败，当前b-call默认呼叫中心号码为:"
0x07,0x28,0x42,0x12	"b-call默认呼叫中心号码写入成功，当前b-call默认呼叫中心号码为:"
0x07,0x28,0x42,0x11	"当前的b-call默认呼叫中心号码为:"
0x07,0x28,0x43,0x15	"请再次输入i-call默认呼叫中心号码"
0x07,0x28,0x43,0x14	"请输入i-call默认呼叫中心号码"
0x07,0x28,0x43,0x13	"i-call默认呼叫中心号码写入失败，当前i-call默认呼叫中心号码为:"
0x07,0x28,0x43,0x12	"i-call默认呼叫中心号码写入成功，当前i-call默认呼叫中心号码为:"
0x07,0x28,0x43,0x11	"当前的i-call默认呼叫中心号码为:"
0x07,0x28,0x40,0x15	"请再次输入诊断仪序列号"
0x07,0x28,0x40,0x14	"请输入16位诊断仪序列号"
0x07,0x28,0x40,0x13	"诊断仪序列号写入失败，当前诊断仪序列号为:"
0x07,0x28,0x40,0x12	"诊断仪序列号写入成功，当前诊断仪序列号为:"
0x07,0x28,0x40,0x11	"当前的诊断仪序列号为:"
0x07,0x28,0x41,0x15	"请再次输入e-call默认呼叫中心号"
0x07,0x28,0x41,0x14	"请输入e-call默认呼叫中心号"
0x07,0x28,0x41,0x13	"e-call默认呼叫中心号写入失败，当前e-call默认呼叫中心号为:"
0x07,0x28,0x41,0x12	"e-call默认呼叫中心号写入成功，当前e-call默认呼叫中心号为:"
0x07,0x28,0x41,0x11	"当前的e-call默认呼叫中心号为:"
0x07,0x28,0x46,0x15	"请再次输入公网APN专线登陆账户密码"
0x07,0x28,0x46,0x14	"请输入公网APN专线登陆账户密码"
0x07,0x28,0x46,0x13	"公网APN专线登陆账户密码写入失败，当前公网APN专线登陆账户密码为:"
0x07,0x28,0x46,0x12	"公网APN专线登陆账户密码写入成功，当前公网APN专线登陆账户密码为:"
0x07,0x28,0x46,0x11	"当前的公网APN专线登陆账户密码为:"
0x07,0x28,0x47,0x15	"请再次输入私网APN专线登陆地址"
0x07,0x28,0x47,0x14	"请输入64位私网APN专线登陆地址"
0x07,0x28,0x47,0x13	"私网APN专线登陆地址写入失败，当前私网APN专线登陆地址为:"
0x07,0x28,0x47,0x12	"私网APN专线登陆地址写入成功，当前私网APN专线登陆地址为:"
0x07,0x28,0x47,0x11	"当前的私网APN专线登陆地址为:"
0x07,0x28,0x44,0x15	"请再次输入公网APN专线登陆地址"
0x07,0x28,0x44,0x14	"请输入64位公网APN专线登陆地址"
0x07,0x28,0x44,0x13	"公网APN专线登陆地址写入失败，当前公网APN专线登陆地址为:"
0x07,0x28,0x44,0x12	"公网APN专线登陆地址写入成功，当前公网APN专线登陆地址为:"
0x07,0x28,0x44,0x11	"当前的公网APN专线登陆地址为:"
0x07,0x28,0x45,0x15	"请再次输入公网APN专线登陆账户名"
0x07,0x28,0x45,0x14	"请输入公网APN专线登陆账户名"
0x07,0x28,0x45,0x13	"公网APN专线登陆账户名写入失败，当前公网APN专线登陆账户名为:"
0x07,0x28,0x45,0x12	"公网APN专线登陆账户名写入成功，当前公网APN专线登陆账户名为:"
0x07,0x28,0x45,0x11	"当前的公网APN专线登陆账户名为:"
0x07,0x30,0x32,0x01	"是否进行一键配置功能？一键配置是从BCM获取配置代码，将获取的配置代码写入该系统。\n点击[是]进行一键配置，点击[否]退出一键配置。"
0x07,0x30,0x30,0x02	"后置摄像头"
0x07,0x30,0x30,0x01	"后置喇叭"
0x07,0x30,0x31,0x02	"有"
0x07,0x30,0x31,0x01	"无"
0x07,0x09,0x20,0x01	"Configure"
0x07,0x09,0x20,0x00	"Not configure"
0x07,0x09,0x10,0x08	"驾驶员安全带锁扣开关"
0x07,0x09,0x10,0x07	"碰撞信号硬线输出"
0x07,0x09,0x10,0x06	"副驾驶员安全带锁扣开关"
0x07,0x09,0x10,0x05	"副驾乘员检测"
0x07,0x09,0x10,0x04	"驾驶员气囊"
0x07,0x09,0x10,0x03	"副驾驶员气囊"
0x07,0x09,0x10,0x02	"前排左侧安全带预紧器"
0x07,0x09,0x10,0x01	"前排右侧安全带预紧器"
0x07,0x09,0x00,0x11	"Not Buckled"
0x07,0x09,0x00,0x10	"Buckled"
0x07,0x09,0x00,0x0F	"EOL mode"
0x07,0x09,0x00,0x0E	"normal mode"
0x07,0x09,0x00,0x0D	"Calibration complete"
0x07,0x09,0x00,0x0C	"Calibration fail"
0x07,0x09,0x00,0x0B	"Delivery condition"
0x07,0x09,0x00,0x0A	"not configured"
0x07,0x09,0x00,0x09	"configured"
0x07,0x09,0x00,0x08	"no fault"
0x07,0x09,0x00,0x07	"fault"
0x07,0x09,0x00,0x06	"enable"
0x07,0x09,0x00,0x05	"disable"
0x07,0x09,0x00,0x04	"数据流"
0x07,0x09,0x00,0x03	"ECU生产日期:"
0x07,0x09,0x00,0x02	"Geely软件版本号:"
0x07,0x09,0x00,0x01	""
0x07,0x08,0x82,0x04	"学习未成功，原因未知"
0x07,0x08,0x82,0x03	"学习失败"
0x07,0x08,0x82,0x02	"学习成功"
0x07,0x08,0x82,0x01	"是否进行天线自检?"
0x07,0x08,0x83,0x04	"写入售后模式"
0x07,0x08,0x83,0x03	"产线模式切换失败"
0x07,0x08,0x83,0x02	"产线模式切换成功"
0x07,0x08,0x83,0x01	"是否进行产线模式切换?\n注：若切换至售后模式，使用该设备将不能在切换至产线模式"
0x07,0x08,0x80,0x06	"删除钥匙"
0x07,0x08,0x80,0x05	"写入ESK"
0x07,0x08,0x80,0x04	"擦除ESK"
0x07,0x08,0x80,0x03	"产线模式切换"
0x07,0x08,0x80,0x02	"天线自检"
0x07,0x08,0x80,0x01	"智能钥匙学习"
0x07,0x08,0x81,0x09	"钥匙学习状态查询,未定义的回复数据"
0x07,0x08,0x81,0x08	"钥匙学习中..."
0x07,0x08,0x81,0x07	"钥匙学习失败"
0x07,0x08,0x81,0x06	"钥匙学习成功"
0x07,0x08,0x81,0x05	"例程开启失败"
0x07,0x08,0x81,0x04	"例程开启成功"
0x07,0x08,0x81,0x03	"钥匙已学满,无法再学习钥匙"
0x07,0x08,0x81,0x02	"写入ESK失败"
0x07,0x08,0x81,0x01	"是否进行智能钥匙学习?"
0x07,0x08,0x84,0x03	"ESK擦除失败"
0x07,0x08,0x84,0x02	"ESK擦除成功"
0x07,0x08,0x84,0x01	"是否进行ESK擦除?"
0x07,0x08,0x85,0x17	"第二把钥匙学习成功"
0x07,0x08,0x85,0x16	"第一把钥匙学习成功"
0x07,0x08,0x85,0x15	"第二把钥匙学习失败"
0x07,0x08,0x85,0x14	"第一把钥匙学习失败"
0x07,0x08,0x85,0x13	"放入第二把钥匙"
0x07,0x08,0x85,0x12	"放入第一把钥匙"
0x07,0x08,0x85,0x11	"是否写入ESK?"
0x07,0x08,0x85,0x05	"是否删除钥匙?"
0x07,0x08,0x85,0x04	"ESK写入失败"
0x07,0x08,0x85,0x03	"ESK写入成功"
0x07,0x08,0x85,0x02	"钥匙删除失败"
0x07,0x08,0x85,0x01	"钥匙删除成功"
0x07,0x60,0x30,0x16	"怠速"
0x07,0x60,0x30,0x15	"节气门"
0x07,0x60,0x30,0x14	"冷却风扇继电器2"
0x07,0x60,0x30,0x13	"冷却风扇继电器1"
0x07,0x60,0x30,0x12	"油泵继电器"
0x07,0x60,0x30,0x11	"碳罐阀"
0x07,0x60,0x30,0x01	"请输入测试数据\n范围:0-255"
0x07,0x60,0x00,0x1A	"怠速"
0x07,0x60,0x00,0x19	"节气门"
0x07,0x60,0x00,0x18	"冷却风扇继电器2"
0x07,0x60,0x00,0x17	"冷却风扇继电器1"
0x07,0x60,0x00,0x16	"关闭"
0x07,0x60,0x00,0x15	"油泵继电器"
0x07,0x60,0x00,0x14	"退出"
0x07,0x60,0x00,0x13	"开始"
0x07,0x60,0x00,0x12	"碳罐阀"
0x07,0x60,0x00,0x11	"invalid"
0x07,0x60,0x00,0x10	"Virgin"
0x07,0x60,0x00,0x0F	"Learnt"
0x07,0x60,0x00,0x0E	"未定义数据"
0x07,0x60,0x00,0x0D	"R档"
0x07,0x60,0x00,0x0C	"D档"
0x07,0x60,0x00,0x0B	"P/N档"
0x07,0x60,0x00,0x0A	"数据流"
0x07,0x60,0x00,0x09	"ECU软件版本号: "
0x07,0x60,0x00,0x08	"ECU硬件版本号: "
0x07,0x60,0x00,0x07	"车辆识别号(VIN码): "
0x07,0x60,0x00,0x06	"ECU生产日期: "
0x07,0x60,0x00,0x05	"供应商代码: "
0x07,0x60,0x00,0x04	"零件号: "
0x07,0x60,0x00,0x03	"车辆名称: "
0x07,0x60,0x00,0x02	""
0x07,0x60,0x00,0x01	"读当前故障码"
0x07,0x7F,0x00,0x0D	"数据流"
0x07,0x7F,0x00,0x0C	"ECU安装日期: "
0x07,0x7F,0x00,0x0B	"ECU软件版本号: "
0x07,0x7F,0x00,0x0A	"ECU硬件版本号: "
0x07,0x7F,0x00,0x09	"车辆识别号（VIN码）: "
0x07,0x7F,0x00,0x08	"ECU序列号: "
0x07,0x7F,0x00,0x07	"ECU生产日期: "
0x07,0x7F,0x00,0x06	"供应商代码: "
0x07,0x7F,0x00,0x05	"Geely软件版本号: "
0x07,0x7F,0x00,0x04	"零件号: "
0x07,0x7F,0x00,0x03	"车辆名称: "
0x07,0x7F,0x00,0x02	""
0x07,0x7F,0x00,0x01	"读当前故障码"
0x07,0x7D,0x00,0x20	"功能配置字数据: "
0x07,0x7D,0x00,0x19	"网络拓扑配置: "
0x07,0x7D,0x00,0x18	"网络拓扑配置_诊断仪拓扑: "
0x07,0x7D,0x00,0x17	"ECU装配日期: "
0x07,0x7D,0x00,0x16	"ECU软件刷新日期: "
0x07,0x7D,0x00,0x15	"诊断仪序列号: "
0x07,0x7D,0x00,0x14	"ECU控制器名称: "
0x07,0x7D,0x00,0x13	"供应商ECU软件版本号: "
0x07,0x7D,0x00,0x12	"供应商ECU硬件版本号: "
0x07,0x7D,0x00,0x11	"车辆VIN码: "
0x07,0x7D,0x00,0x10	"ECU序列号: "
0x07,0x7D,0x00,0x09	"ECU制造日期: "
0x07,0x7D,0x00,0x08	"供应商识别号: "
0x07,0x7D,0x00,0x07	"ECU软件版本号: "
0x07,0x7D,0x00,0x06	"零件BOM号: "
0x07,0x7D,0x00,0x05	"诊断活动会话: "
0x07,0x7D,0x00,0x04	"标定版本号: "
0x07,0x7D,0x00,0x03	"引导程序软件识别号: "
0x07,0x7D,0x00,0x02	"诊断协议版本: "
0x07,0x7D,0x00,0x01	"车辆名称: "
0x07,0x7D,0x01,0xBF	"纯电驾驶模式"
0x07,0x7D,0x01,0xBE	"防电枪上电完成"
0x07,0x7D,0x01,0xBD	"防电枪上电完成等待DCDC工作"
0x07,0x7D,0x01,0xBC	"Ready档插放电枪"
0x07,0x7D,0x01,0xBB	"智能补电工作"
0x07,0x7D,0x01,0xBA	"智能补电完成进入等待"
0x07,0x7D,0x01,0xB9	"智能补电DCDC工作"
0x07,0x7D,0x01,0xB8	"智能补电DCDC关闭"
0x07,0x7D,0x01,0xB7	"智能补电高压预充完成"
0x07,0x7D,0x01,0xB6	"智能补电高压继电器断开"
0x07,0x7D,0x01,0xB5	"正常模式等待start信号"
0x07,0x7D,0x01,0xB4	"智能补电高压继电器闭合"
0x07,0x7D,0x01,0xB3	"智能补电休眠等待"
0x07,0x7D,0x01,0xB2	"智能补电高压互锁检测"
0x07,0x7D,0x01,0xB1	"智能补电下电休眠"
0x07,0x7D,0x01,0xB0	"Ready档插枪待刷卡"
0x07,0x7D,0x01,0xAF	"充电开始，DCDC工作"
0x07,0x7D,0x01,0xAE	"Ready档先预约再插枪预约等待中"
0x07,0x7D,0x01,0xAD	"Ready档插枪充电"
0x07,0x7D,0x01,0xAC	"充电开始，请求DCDC工作"
0x07,0x7D,0x01,0xAB	"充电下电流程中高压附件关闭"
0x07,0x7D,0x01,0xAA	"充电流程中电池进入充电状态"
0x07,0x7D,0x01,0xA9	"放电流程中闭合高压继电器"
0x07,0x7D,0x01,0xA8	"充电流程中闭合高压继电器"
0x07,0x7D,0x01,0xA7	"充电流程中断开高压继电器"
0x07,0x7D,0x01,0xA6	"充电后VCU休眠等待"
0x07,0x7D,0x01,0xA5	"充电流程高压互锁检测"
0x07,0x7D,0x01,0xA4	"充电后进入休眠"
0x07,0x7D,0x01,0xA3	"充电流程初始化"
0x07,0x7D,0x01,0xA2	"紧急下电泄放完成"
0x07,0x7D,0x01,0xA1	"进入紧急下电泄放"
0x07,0x7D,0x01,0xA0	"进入紧急下电"
0x07,0x7D,0x01,0x9F	"紧急下电休眠"
0x07,0x7D,0x01,0x9E	"远程空调上电完成"
0x07,0x7D,0x01,0x9D	"常规上电完成"
0x07,0x7D,0x01,0x9C	"充电跳转回Ready等待电池为Normal状态"
0x07,0x7D,0x01,0x9B	"常规快速重起动"
0x07,0x7D,0x01,0x9A	"常规下电车辆运行中"
0x07,0x7D,0x01,0x99	"常规下电等待车辆静止"
0x07,0x7D,0x01,0x98	"超时故障状态 进入休眠"
0x07,0x7D,0x01,0x97	"超时故障状态IPU泄放"
0x07,0x7D,0x01,0x96	"超时故障状态BMS继电器断开"
0x07,0x7D,0x01,0x95	"超时故障状态DCDC关闭"
0x07,0x7D,0x01,0x94	"超时故障状态进入"
0x07,0x7D,0x01,0x93	"常规下电关闭DCDC"
0x07,0x7D,0x01,0x92	"常规上电预充阶段"
0x07,0x7D,0x01,0x91	"常规下电请求断高压继电器"
0x07,0x7D,0x01,0x90	"常规下电休眠等待"
0x07,0x7D,0x01,0x8F	"常规上电高压互锁检查"
0x07,0x7D,0x01,0x8E	"常规下电休眠"
0x07,0x7D,0x01,0x8D	"充电跳转回常规模式初始化"
0x07,0x7D,0x01,0x8C	"常规上下电初始化"
0x07,0x7D,0x01,0x8B	"VCU初始化"
0x07,0x7D,0x01,0x8A	"未使能"
0x07,0x7D,0x01,0x89	"未初始化"
0x07,0x7D,0x01,0x88	"有效"
0x07,0x7D,0x01,0x87	"TCS功能激活"
0x07,0x7D,0x01,0x86	"TCS功能未激活"
0x07,0x7D,0x01,0x85	"激活"
0x07,0x7D,0x01,0x84	"未激活"
0x07,0x7D,0x01,0x83	"PTC打开"
0x07,0x7D,0x01,0x82	"PTC关闭"
0x07,0x7D,0x01,0x81	"除霜模式"
0x07,0x7D,0x01,0x80	"正常模式"
0x07,0x7D,0x01,0xCA	"故障率水平III"
0x07,0x7D,0x01,0xC9	"故障率水平 II"
0x07,0x7D,0x01,0xC8	"故障率水平I"
0x07,0x7D,0x01,0xC7	"invalid pressure"
0x07,0x7D,0x01,0xC6	"闲置"
0x07,0x7D,0x01,0xC5	"SportModeRequest"
0x07,0x7D,0x01,0xC4	"ECOModeRequest"
0x07,0x7D,0x01,0xC3	"Norequest"
0x07,0x7D,0x01,0xC2	"请求锁止"
0x07,0x7D,0x01,0xC1	"诊断服务模式"
0x07,0x7D,0x01,0xC0	"发动机关闭"
0x07,0x7D,0x01,0x3F	"直流充电模式"
0x07,0x7D,0x01,0x3E	"充电结束"
0x07,0x7D,0x01,0x3D	"交流充电模式"
0x07,0x7D,0x01,0x3C	"交流放电V2V"
0x07,0x7D,0x01,0x3B	"诊断模式"
0x07,0x7D,0x01,0x3A	"功率保持模式 "
0x07,0x7D,0x01,0x39	"预充失败"
0x07,0x7D,0x01,0x38	"交流放电V2G"
0x07,0x7D,0x01,0x37	"交流放电V2S"
0x07,0x7D,0x01,0x36	"正常放电"
0x07,0x7D,0x01,0x35	"预备"
0x07,0x7D,0x01,0x34	"下高压"
0x07,0x7D,0x01,0x33	"断开继电器"
0x07,0x7D,0x01,0x32	"故障"
0x07,0x7D,0x01,0x31	"6"
0x07,0x7D,0x01,0x30	"5"
0x07,0x7D,0x01,0x2F	"4"
0x07,0x7D,0x01,0x2E	"3"
0x07,0x7D,0x01,0x2D	"2"
0x07,0x7D,0x01,0x2C	"1"
0x07,0x7D,0x01,0x2B	"正常"
0x07,0x7D,0x01,0x2A	"无效的"
0x07,0x7D,0x01,0x29	"保留"
0x07,0x7D,0x01,0x28	"显示D"
0x07,0x7D,0x01,0x27	"显示N"
0x07,0x7D,0x01,0x26	"显示R"
0x07,0x7D,0x01,0x25	"显示P"
0x07,0x7D,0x01,0x24	"无显示"
0x07,0x7D,0x01,0x23	"无锁P档请求"
0x07,0x7D,0x01,0x22	"锁P档"
0x07,0x7D,0x01,0x21	"关闭"
0x07,0x7D,0x01,0x20	"请求"
0x07,0x7D,0x01,0x1F	"无请求"
0x07,0x7D,0x01,0x1E	"无效数据"
0x07,0x7D,0x01,0x1D	"使能"
0x07,0x7D,0x01,0x1C	"未使用"
0x07,0x7D,0x01,0x1B	"不工作"
0x07,0x7D,0x01,0x1A	"三级故障"
0x07,0x7D,0x01,0x19	"二级故障"
0x07,0x7D,0x01,0x18	"后运行"
0x07,0x7D,0x01,0x17	"下电"
0x07,0x7D,0x01,0x16	"降功率"
0x07,0x7D,0x01,0x15	"标角请求"
0x07,0x7D,0x01,0x14	"正常工作"
0x07,0x7D,0x01,0x13	"预充电"
0x07,0x7D,0x01,0x12	"准备"
0x07,0x7D,0x01,0x11	"初始化"
0x07,0x7D,0x01,0x10	"禁止充电"
0x07,0x7D,0x01,0x0F	"允许充电"
0x07,0x7D,0x01,0x0E	"初始值"
0x07,0x7D,0x01,0x0D	"无阻尼转矩控制"
0x07,0x7D,0x01,0x0C	"预留"
0x07,0x7D,0x01,0x0B	"扭矩模式"
0x07,0x7D,0x01,0x0A	"--"
0x07,0x7D,0x01,0x09	"紧急下电 "
0x07,0x7D,0x01,0x08	"电机控制器二级故障 "
0x07,0x7D,0x01,0x07	"限功率"
0x07,0x7D,0x01,0x06	"无故障"
0x07,0x7D,0x01,0x05	"无效"
0x07,0x7D,0x01,0x04	"异常"
0x07,0x7D,0x01,0x03	"数据流"
0x07,0x7D,0x01,0x02	""
0x07,0x7D,0x01,0x01	"读当前故障码"
0x07,0x7D,0x01,0x7F	"无效值"
0x07,0x7D,0x01,0x7E	"过流导致频率下降"
0x07,0x7D,0x01,0x7D	"通讯故障"
0x07,0x7D,0x01,0x7C	"备用电压下"
0x07,0x7D,0x01,0x7B	"备用过电压"
0x07,0x7D,0x01,0x7A	"电压过低"
0x07,0x7D,0x01,0x79	"过压"
0x07,0x7D,0x01,0x78	"过流"
0x07,0x7D,0x01,0x77	"未知"
0x07,0x7D,0x01,0x76	"已自学习"
0x07,0x7D,0x01,0x75	"未学习"
0x07,0x7D,0x01,0x74	"未定义"
0x07,0x7D,0x01,0x73	"START START档"
0x07,0x7D,0x01,0x72	"START-Reserved"
0x07,0x7D,0x01,0x71	"ON档"
0x07,0x7D,0x01,0x70	"ACC档"
0x07,0x7D,0x01,0x6F	"OFF档"
0x07,0x7D,0x01,0x6E	"油路切断激活"
0x07,0x7D,0x01,0x6D	"油路切断未激活"
0x07,0x7D,0x01,0x6C	"三级"
0x07,0x7D,0x01,0x6B	"二级"
0x07,0x7D,0x01,0x6A	"一级"
0x07,0x7D,0x01,0x69	"已脱离"
0x07,0x7D,0x01,0x68	"正在夹紧"
0x07,0x7D,0x01,0x67	"正在释放"
0x07,0x7D,0x01,0x66	"夹紧"
0x07,0x7D,0x01,0x65	"释放"
0x07,0x7D,0x01,0x64	"加紧"
0x07,0x7D,0x01,0x63	"中立"
0x07,0x7D,0x01,0x62	"未请求"
0x07,0x7D,0x01,0x61	"下下"
0x07,0x7D,0x01,0x60	"上上"
0x07,0x7D,0x01,0x5F	"下"
0x07,0x7D,0x01,0x5E	"上"
0x07,0x7D,0x01,0x5D	"中"
0x07,0x7D,0x01,0x5C	"未知状态"
0x07,0x7D,0x01,0x5B	"解锁失败 "
0x07,0x7D,0x01,0x5A	"已解锁"
0x07,0x7D,0x01,0x59	"正在解锁"
0x07,0x7D,0x01,0x58	"锁止失败"
0x07,0x7D,0x01,0x57	"正在锁止"
0x07,0x7D,0x01,0x56	"未锁止故障"
0x07,0x7D,0x01,0x55	"锁止故障"
0x07,0x7D,0x01,0x54	"未锁止"
0x07,0x7D,0x01,0x53	"锁止"
0x07,0x7D,0x01,0x52	"缺省值"
0x07,0x7D,0x01,0x51	"OBC二级故障"
0x07,0x7D,0x01,0x50	"加热请求"
0x07,0x7D,0x01,0x4F	"冷却请求"
0x07,0x7D,0x01,0x4E	"关闭预留"
0x07,0x7D,0x01,0x4D	"关机"
0x07,0x7D,0x01,0x4C	"关中断"
0x07,0x7D,0x01,0x4B	"延迟充电"
0x07,0x7D,0x01,0x4A	"握手检查"
0x07,0x7D,0x01,0x49	"充电中"
0x07,0x7D,0x01,0x48	"默认值"
0x07,0x7D,0x01,0x47	"半连接"
0x07,0x7D,0x01,0x46	"已连接"
0x07,0x7D,0x01,0x45	"CP信号错误"
0x07,0x7D,0x01,0x44	"连接并允许充电"
0x07,0x7D,0x01,0x43	"连接但不允许充电"
0x07,0x7D,0x01,0x42	"S2开关闭合失败"
0x07,0x7D,0x01,0x41	"未连接"
0x07,0x7D,0x01,0x40	"充电前加热或冷却请求"
0x07,0x7D,0x40,0x07	"电机冷却水泵控制"
0x07,0x7D,0x40,0x06	"高压互锁"
0x07,0x7D,0x40,0x05	"电机冷却水泵使能信号"
0x07,0x7D,0x40,0x04	"VCU发送的P档信号"
0x07,0x7D,0x40,0x03	"IPU使能信号"
0x07,0x7D,0x40,0x02	"低速风扇使能信号"
0x07,0x7D,0x40,0x01	"高速风扇使能信号"
0x07,0x7D,0x41,0x02	"Not Activated"
0x07,0x7D,0x41,0x01	"Activated"
0x07,0x7A,0x00,0x0D	"数据流"
0x07,0x7A,0x00,0x0C	"ECU安装日期: "
0x07,0x7A,0x00,0x0B	"ECU软件版本号: "
0x07,0x7A,0x00,0x0A	"ECU硬件版本号: "
0x07,0x7A,0x00,0x09	"车辆识别号（VIN码）: "
0x07,0x7A,0x00,0x08	"ECU序列号: "
0x07,0x7A,0x00,0x07	"ECU生产日期: "
0x07,0x7A,0x00,0x06	"供应商代码: "
0x07,0x7A,0x00,0x05	"Geely软件版本号: "
0x07,0x7A,0x00,0x04	"零件号: "
0x07,0x7A,0x00,0x03	"车辆名称: "
0x07,0x7A,0x00,0x02	""
0x07,0x7A,0x00,0x01	"读当前故障码"
0x07,0x77,0x00,0x3F	"Matched"
0x07,0x77,0x00,0x3E	"产线模式"
0x07,0x77,0x00,0x3D	"售后模式"
0x07,0x77,0x00,0x3C	"紧急制动报警"
0x07,0x77,0x00,0x3B	"防盗报警"
0x07,0x77,0x00,0x3A	"危险报警"
0x07,0x77,0x00,0x39	"Crank(S)"
0x07,0x77,0x00,0x38	"Crank(K)"
0x07,0x77,0x00,0x37	"ON(T)"
0x07,0x77,0x00,0x36	"ON(R)"
0x07,0x77,0x00,0x35	"ON(H)"
0x07,0x77,0x00,0x34	"ON(L)"
0x07,0x77,0x00,0x33	"ON(F)"
0x07,0x77,0x00,0x32	"ON(J)"
0x07,0x77,0x00,0x31	"ON(B)"
0x07,0x77,0x00,0x30	"ACC(G)"
0x07,0x77,0x00,0x2F	"ACC(D)"
